C:\Users\lees_\AppData\Local\Programs\Python\Python310\python.exe C:\Users\lees_\PycharmProjects\KFGNet\results.py
max_iter=39
C:\Users\lees_\PycharmProjects\KFGNet\model.py:343: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ..\torch\csrc\utils\tensor_new.cpp:248.)
  vmotion = torch.tensor(vmotion_list, dtype=torch.float32).to(device)
loss.mean() = 2.142463445663452, y_pred = [0.36040974 0.6395903 ], y_actual = tensor([1., 0.])
loss.mean() = 0.0032708006910979748, y_pred = [0.99696034 0.00303964], y_actual = tensor([1., 0.])
loss.mean() = 0.9026879072189331, y_pred = [0.5938362 0.4061639], y_actual = tensor([0., 1.])
loss.mean() = 0.40113869309425354, y_pred = [0.33035776 0.6696422 ], y_actual = tensor([0., 1.])
loss.mean() = 0.858500063419342, y_pred = [0.5761007  0.42389932], y_actual = tensor([0., 1.])
loss.mean() = 0.611237645149231, y_pred = [0.4554864 0.5445135], y_actual = tensor([0., 1.])
loss.mean() = 0.4347626566886902, y_pred = [0.35011292 0.649887  ], y_actual = tensor([0., 1.])
loss.mean() = 0.00045262183994054794, y_pred = [9.9995732e-01 4.2718784e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.03788315877318382, y_pred = [0.03701416 0.9629858 ], y_actual = tensor([0., 1.])
loss.mean() = 0.2505626678466797, y_pred = [0.22126955 0.77873045], y_actual = tensor([0., 1.])
loss.mean() = 2.7807838916778564, y_pred = [0.9379976  0.06200247], y_actual = tensor([0., 1.])
loss.mean() = 0.39860257506370544, y_pred = [0.32851216 0.67148787], y_actual = tensor([0., 1.])
loss.mean() = 0.5008391737937927, y_pred = [0.39379922 0.60620075], y_actual = tensor([0., 1.])
loss.mean() = 3.774263381958008, y_pred = [0.9770378  0.02296217], y_actual = tensor([0., 1.])
loss.mean() = 1.6810290813446045, y_pred = [0.8106369 0.1893631], y_actual = tensor([0., 1.])
loss.mean() = 0.011006581597030163, y_pred = [0.00246668 0.9975333 ], y_actual = tensor([0., 1.])
loss.mean() = 9.044523239135742, y_pred = [9.9988186e-01 1.1807616e-04], y_actual = tensor([0., 1.])
loss.mean() = 1.001429557800293, y_pred = [0.36820167 0.6317984 ], y_actual = tensor([1., 0.])
loss.mean() = 0.11371486634016037, y_pred = [0.894517   0.10548302], y_actual = tensor([1., 0.])
loss.mean() = 0.00044780969619750977, y_pred = [1.000000e+00 5.304768e-22], y_actual = tensor([1., 0.])
loss.mean() = 0.0005867034196853638, y_pred = [1.000000e+00 5.817566e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.0026537212543189526, y_pred = [0.9988457  0.00115433], y_actual = tensor([1., 0.])
loss.mean() = 0.07918298244476318, y_pred = [0.92430043 0.07569951], y_actual = tensor([1., 0.])
Epoch: 25, Total Loss: 25.23099136352539, Avg Loss: 0.646948516368866
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch25.pth
max_iter=39
loss.mean() = 0.0001636594533920288, y_pred = [9.999956e-01 4.398700e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.00017565488815307617, y_pred = [1.0000000e+00 1.1531329e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.000122949481010437, y_pred = [9.999993e-01 7.730025e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.025436578318476677, y_pred = [0.9759113  0.02408867], y_actual = tensor([1., 0.])
loss.mean() = 0.0014278087764978409, y_pred = [9.9968302e-01 3.1705116e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00034977495670318604, y_pred = [1.0000000e+00 1.4614576e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.015510725788772106, y_pred = [0.98510695 0.01489314], y_actual = tensor([1., 0.])
loss.mean() = 0.00021445741003844887, y_pred = [9.9998581e-01 1.4245168e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.002250849734991789, y_pred = [0.99840975 0.0015902 ], y_actual = tensor([1., 0.])
loss.mean() = 0.10748804360628128, y_pred = [0.8982844  0.10171566], y_actual = tensor([1., 0.])
loss.mean() = 0.0003574788570404053, y_pred = [1.0000000e+00 9.9427864e-17], y_actual = tensor([1., 0.])
loss.mean() = 0.00028221309185028076, y_pred = [9.9999297e-01 7.0616379e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.0007670670747756958, y_pred = [1.000000e+00 3.194879e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.14286883175373077, y_pred = [0.86709785 0.13290213], y_actual = tensor([1., 0.])
loss.mean() = 1.4795113801956177, y_pred = [0.22779873 0.7722013 ], y_actual = tensor([1., 0.])
loss.mean() = 0.8718757629394531, y_pred = [0.41936466 0.5806353 ], y_actual = tensor([1., 0.])
loss.mean() = 0.10130162537097931, y_pred = [0.90548706 0.09451291], y_actual = tensor([1., 0.])
loss.mean() = 0.008147659711539745, y_pred = [0.9921383  0.00786172], y_actual = tensor([1., 0.])
loss.mean() = 0.6532133221626282, y_pred = [0.47836006 0.52163994], y_actual = tensor([0., 1.])
loss.mean() = 0.3993334472179413, y_pred = [0.32916456 0.67083544], y_actual = tensor([0., 1.])
loss.mean() = 0.7412233352661133, y_pred = [0.52337396 0.47662604], y_actual = tensor([0., 1.])
loss.mean() = 0.8069431781768799, y_pred = [0.5523493 0.4476507], y_actual = tensor([0., 1.])
loss.mean() = 0.7361066341400146, y_pred = [0.5192671 0.4807329], y_actual = tensor([0., 1.])
loss.mean() = 0.0010116437915712595, y_pred = [9.9948978e-01 5.1020493e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.8840919733047485, y_pred = [0.58683527 0.41316473], y_actual = tensor([0., 1.])
loss.mean() = 0.3924597501754761, y_pred = [0.3243742 0.6756258], y_actual = tensor([0., 1.])
loss.mean() = 3.3993377685546875, y_pred = [0.96659875 0.03340129], y_actual = tensor([0., 1.])
loss.mean() = 0.41819512844085693, y_pred = [0.34161216 0.65838784], y_actual = tensor([0., 1.])
loss.mean() = 0.34781306982040405, y_pred = [0.2936088 0.7063912], y_actual = tensor([0., 1.])
loss.mean() = 2.689735174179077, y_pred = [0.93207675 0.06792318], y_actual = tensor([0., 1.])
loss.mean() = 2.9292712211608887, y_pred = [0.94576573 0.05423433], y_actual = tensor([0., 1.])
loss.mean() = 1.1158885955810547, y_pred = [0.6691065  0.33089352], y_actual = tensor([0., 1.])
loss.mean() = 6.035524845123291, y_pred = [0.9976064  0.00239357], y_actual = tensor([0., 1.])
loss.mean() = 2.206955909729004, y_pred = [0.11031614 0.8896838 ], y_actual = tensor([1., 0.])
loss.mean() = 0.4538354277610779, y_pred = [0.6364204  0.36357954], y_actual = tensor([1., 0.])
loss.mean() = 0.00047969818115234375, y_pred = [1.00000e+00 6.16325e-21], y_actual = tensor([1., 0.])
loss.mean() = 0.0008151978254318237, y_pred = [1.0000000e+00 5.9289986e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.0011810212163254619, y_pred = [9.9998748e-01 1.2459764e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0936104878783226, y_pred = [0.9111059  0.08889414], y_actual = tensor([1., 0.])
Epoch: 26, Total Loss: 27.065279006958008, Avg Loss: 0.6939815282821655
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch26.pth
max_iter=39
loss.mean() = 0.00015217065811157227, y_pred = [1.0000000e+00 1.2604273e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.00013227760791778564, y_pred = [1.000000e+00 8.390404e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.00019688691827468574, y_pred = [9.999347e-01 6.529325e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.010344941169023514, y_pred = [0.9908727  0.00912729], y_actual = tensor([1., 0.])
loss.mean() = 0.009134684689342976, y_pred = [0.9920995  0.00790052], y_actual = tensor([1., 0.])
loss.mean() = 0.0003644675016403198, y_pred = [9.9999785e-01 2.1254855e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.016708536073565483, y_pred = [0.9840275  0.01597246], y_actual = tensor([1., 0.])
loss.mean() = 0.0004678039695136249, y_pred = [9.9974352e-01 2.5642905e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0011147791519761086, y_pred = [9.994987e-01 5.013162e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0011076242662966251, y_pred = [9.9911016e-01 8.8984851e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0003903210163116455, y_pred = [1.0000000e+00 5.5956426e-16], y_actual = tensor([1., 0.])
loss.mean() = 0.00032214715611189604, y_pred = [9.9995422e-01 4.5726258e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0007439255714416504, y_pred = [1.0000000e+00 1.1290456e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.08332839608192444, y_pred = [0.9203165  0.07968341], y_actual = tensor([1., 0.])
loss.mean() = 1.4619944095611572, y_pred = [0.23182248 0.76817757], y_actual = tensor([1., 0.])
loss.mean() = 0.770122766494751, y_pred = [0.46420926 0.53579074], y_actual = tensor([1., 0.])
loss.mean() = 0.005531381815671921, y_pred = [0.99648607 0.00351397], y_actual = tensor([1., 0.])
loss.mean() = 0.11561349034309387, y_pred = [0.8910681  0.10893191], y_actual = tensor([1., 0.])
loss.mean() = 0.6731276512145996, y_pred = [0.48859775 0.5114022 ], y_actual = tensor([0., 1.])
loss.mean() = 0.34677112102508545, y_pred = [0.2929695  0.70703053], y_actual = tensor([0., 1.])
loss.mean() = 0.7783029675483704, y_pred = [0.54074323 0.4592567 ], y_actual = tensor([0., 1.])
loss.mean() = 0.575131893157959, y_pred = [0.4353798  0.56462026], y_actual = tensor([0., 1.])
loss.mean() = 0.9232789278030396, y_pred = [0.6011729  0.39882708], y_actual = tensor([0., 1.])
loss.mean() = 0.0006166696548461914, y_pred = [9.9999976e-01 2.5804596e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.44921281933784485, y_pred = [0.36173165 0.6382683 ], y_actual = tensor([0., 1.])
loss.mean() = 0.6002810597419739, y_pred = [0.45116696 0.5488331 ], y_actual = tensor([0., 1.])
loss.mean() = 2.2184925079345703, y_pred = [0.8912053  0.10879467], y_actual = tensor([0., 1.])
loss.mean() = 0.5774518251419067, y_pred = [0.4385426 0.5614574], y_actual = tensor([0., 1.])
loss.mean() = 0.5071834325790405, y_pred = [0.39767003 0.60233   ], y_actual = tensor([0., 1.])
loss.mean() = 1.977234959602356, y_pred = [0.86149    0.13851005], y_actual = tensor([0., 1.])
loss.mean() = 0.8680715560913086, y_pred = [0.5721546  0.42784545], y_actual = tensor([0., 1.])
loss.mean() = 0.1807701736688614, y_pred = [0.15466031 0.84533966], y_actual = tensor([0., 1.])
loss.mean() = 6.865390300750732, y_pred = [0.99895597 0.00104396], y_actual = tensor([0., 1.])
loss.mean() = 0.9351785182952881, y_pred = [0.3935379 0.6064621], y_actual = tensor([1., 0.])
loss.mean() = 0.08089976012706757, y_pred = [0.92414296 0.0758571 ], y_actual = tensor([1., 0.])
loss.mean() = 0.0006097853183746338, y_pred = [1.0000000e+00 1.6277955e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.0008812397718429565, y_pred = [1.0000000e+00 3.9551014e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.000961660873144865, y_pred = [9.9996889e-01 3.1100193e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.1602008193731308, y_pred = [0.8524484  0.14755161], y_actual = tensor([1., 0.])
Epoch: 27, Total Loss: 21.19782066345215, Avg Loss: 0.5435338616371155
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch27.pth
max_iter=39
loss.mean() = 0.0002955843519885093, y_pred = [9.9985874e-01 1.4120963e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0001204758882522583, y_pred = [1.0000000e+00 1.0232138e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.00013023611973039806, y_pred = [9.9999356e-01 6.4582441e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.004943643696606159, y_pred = [0.996128   0.00387198], y_actual = tensor([1., 0.])
loss.mean() = 0.0010888722026720643, y_pred = [9.999716e-01 2.841267e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.00037097930908203125, y_pred = [9.9999988e-01 1.2410393e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.008313523605465889, y_pred = [0.9924992  0.00750085], y_actual = tensor([1., 0.])
loss.mean() = 0.0006182966753840446, y_pred = [9.9962139e-01 3.7855163e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0006735281785950065, y_pred = [9.9980408e-01 1.9589685e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0005856780335307121, y_pred = [9.9962139e-01 3.7856607e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.0004802495241165161, y_pred = [1.0000000e+00 5.7564176e-25], y_actual = tensor([1., 0.])
loss.mean() = 0.0003072470426559448, y_pred = [1.0000000e+00 9.0986907e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.0007123202085494995, y_pred = [1.000000e+00 8.973369e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.46272096037864685, y_pred = [0.6298185 0.3701815], y_actual = tensor([1., 0.])
loss.mean() = 1.350146770477295, y_pred = [0.25925806 0.7407419 ], y_actual = tensor([1., 0.])
loss.mean() = 0.8657298684120178, y_pred = [0.42171243 0.57828766], y_actual = tensor([1., 0.])
loss.mean() = 0.0657792016863823, y_pred = [0.9381842  0.06181582], y_actual = tensor([1., 0.])
loss.mean() = 0.08715213090181351, y_pred = [0.91682035 0.08317963], y_actual = tensor([1., 0.])
loss.mean() = 0.019896740093827248, y_pred = [0.01707278 0.98292726], y_actual = tensor([0., 1.])
loss.mean() = 0.40699464082717896, y_pred = [0.33429426 0.6657057 ], y_actual = tensor([0., 1.])
loss.mean() = 0.5840340852737427, y_pred = [0.44227326 0.55772674], y_actual = tensor([0., 1.])
loss.mean() = 0.7017824053764343, y_pred = [0.5028276 0.4971724], y_actual = tensor([0., 1.])
loss.mean() = 0.4903966188430786, y_pred = [0.3854348 0.6145652], y_actual = tensor([0., 1.])
loss.mean() = 0.0006704926490783691, y_pred = [9.9999964e-01 3.6336209e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.10388346016407013, y_pred = [0.09841018 0.9015898 ], y_actual = tensor([0., 1.])
loss.mean() = 0.3196282982826233, y_pred = [0.27336946 0.7266305 ], y_actual = tensor([0., 1.])
loss.mean() = 5.336981296539307, y_pred = [0.99518836 0.00481166], y_actual = tensor([0., 1.])
loss.mean() = 0.27174925804138184, y_pred = [0.23778604 0.76221395], y_actual = tensor([0., 1.])
loss.mean() = 0.5035774111747742, y_pred = [0.39548936 0.60451066], y_actual = tensor([0., 1.])
loss.mean() = 2.9092979431152344, y_pred = [0.94545466 0.05454531], y_actual = tensor([0., 1.])
loss.mean() = 3.0668277740478516, y_pred = [0.95256615 0.04743391], y_actual = tensor([0., 1.])
loss.mean() = 0.16077667474746704, y_pred = [0.13669004 0.86331   ], y_actual = tensor([0., 1.])
loss.mean() = 8.546647071838379, y_pred = [9.9980563e-01 1.9435394e-04], y_actual = tensor([0., 1.])
loss.mean() = 1.1877059936523438, y_pred = [0.30581668 0.69418335], y_actual = tensor([1., 0.])
loss.mean() = 0.058222658932209015, y_pred = [0.9452249  0.05477516], y_actual = tensor([1., 0.])
loss.mean() = 0.0006171464920043945, y_pred = [1.000000e+00 1.223931e-16], y_actual = tensor([1., 0.])
loss.mean() = 0.0008292496204376221, y_pred = [1.0000000e+00 1.4968514e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.0008442997932434082, y_pred = [9.9999356e-01 6.4464048e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.023574063554406166, y_pred = [0.97718924 0.02281074], y_actual = tensor([1., 0.])
Epoch: 28, Total Loss: 27.545106887817383, Avg Loss: 0.7062848210334778
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch28.pth
max_iter=39
loss.mean() = 0.00014670193195343018, y_pred = [1.00000e+00 1.54357e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.00012330710887908936, y_pred = [1.0000000e+00 1.3996596e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.00013202428817749023, y_pred = [1.0000000e+00 1.0122236e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.0012570862891152501, y_pred = [9.9960011e-01 3.9990846e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.000944286584854126, y_pred = [9.9999714e-01 2.8326856e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.00038336217403411865, y_pred = [1.0000000e+00 1.0236232e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.006851791869848967, y_pred = [0.9940584  0.00594161], y_actual = tensor([1., 0.])
loss.mean() = 0.000666292617097497, y_pred = [9.9961948e-01 3.8048075e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00041429686825722456, y_pred = [9.99986291e-01 1.36847875e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.17178259789943695, y_pred = [0.8423047  0.15769528], y_actual = tensor([1., 0.])
loss.mean() = 0.0005432218313217163, y_pred = [1.000000e+00 8.513232e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.00029408931732177734, y_pred = [1.000000e+00 6.671371e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.0007369518280029297, y_pred = [1.0000000e+00 4.3657843e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.1357651799917221, y_pred = [0.87342983 0.12657018], y_actual = tensor([1., 0.])
loss.mean() = 1.406528115272522, y_pred = [0.24504592 0.7549541 ], y_actual = tensor([1., 0.])
loss.mean() = 0.7287593483924866, y_pred = [0.48368317 0.51631683], y_actual = tensor([1., 0.])
loss.mean() = 0.0035899756476283073, y_pred = [0.99828583 0.00171409], y_actual = tensor([1., 0.])
loss.mean() = 0.013765428215265274, y_pred = [0.98666686 0.01333311], y_actual = tensor([1., 0.])
loss.mean() = 0.27781158685684204, y_pred = [0.24044353 0.7595564 ], y_actual = tensor([0., 1.])
loss.mean() = 0.33987969160079956, y_pred = [0.2880794 0.7119207], y_actual = tensor([0., 1.])
loss.mean() = 0.7585501670837402, y_pred = [0.53157926 0.46842077], y_actual = tensor([0., 1.])
loss.mean() = 0.6274323463439941, y_pred = [0.46448794 0.535512  ], y_actual = tensor([0., 1.])
loss.mean() = 0.8140511512756348, y_pred = [0.5554514  0.44454858], y_actual = tensor([0., 1.])
loss.mean() = 0.0006163567304611206, y_pred = [9.9999917e-01 8.5492525e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.2921520471572876, y_pred = [0.2531646 0.7468354], y_actual = tensor([0., 1.])
loss.mean() = 0.4806620180606842, y_pred = [0.38144085 0.6185591 ], y_actual = tensor([0., 1.])
loss.mean() = 3.128955841064453, y_pred = [0.9562265  0.04377348], y_actual = tensor([0., 1.])
loss.mean() = 0.5503637790679932, y_pred = [0.4231222  0.57687783], y_actual = tensor([0., 1.])
loss.mean() = 0.32644617557525635, y_pred = [0.27833906 0.7216609 ], y_actual = tensor([0., 1.])
loss.mean() = 2.299889087677002, y_pred = [0.8996794  0.10032056], y_actual = tensor([0., 1.])
loss.mean() = 0.10390141606330872, y_pred = [0.0741849 0.9258151], y_actual = tensor([0., 1.])
loss.mean() = 0.029048096388578415, y_pred = [0.0140018  0.98599815], y_actual = tensor([0., 1.])
loss.mean() = 7.617820739746094, y_pred = [9.995080e-01 4.919652e-04], y_actual = tensor([0., 1.])
loss.mean() = 1.525949478149414, y_pred = [0.21789227 0.7821077 ], y_actual = tensor([1., 0.])
loss.mean() = 0.009014042094349861, y_pred = [0.9928173  0.00718272], y_actual = tensor([1., 0.])
loss.mean() = 0.0005821883678436279, y_pred = [1.0000000e+00 4.9903907e-21], y_actual = tensor([1., 0.])
loss.mean() = 0.0008085668087005615, y_pred = [1.0000000e+00 2.8478833e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.0005003958940505981, y_pred = [9.999945e-01 5.505695e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.03223009780049324, y_pred = [0.9687524  0.03124767], y_actual = tensor([1., 0.])
Epoch: 29, Total Loss: 21.689348220825195, Avg Loss: 0.5561371445655823
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch29.pth
max_iter=39
loss.mean() = 0.00013287363981362432, y_pred = [9.9999487e-01 5.1459683e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.00013181567192077637, y_pred = [1.0000000e+00 4.2117463e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.00013822317123413086, y_pred = [9.9999976e-01 2.6241474e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0030030098278075457, y_pred = [0.9976847  0.00231523], y_actual = tensor([1., 0.])
loss.mean() = 0.0006148663815110922, y_pred = [9.9997807e-01 2.1905347e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.00038404762744903564, y_pred = [1.0000000e+00 1.0649755e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.0062787835486233234, y_pred = [0.9946813  0.00531871], y_actual = tensor([1., 0.])
loss.mean() = 0.0005913903005421162, y_pred = [9.996785e-01 3.215009e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00039610150270164013, y_pred = [9.9995172e-01 4.8220034e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.00019851309480145574, y_pred = [9.9998116e-01 1.8867231e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0005259215831756592, y_pred = [1.0000000e+00 1.2939122e-17], y_actual = tensor([1., 0.])
loss.mean() = 0.0002861917018890381, y_pred = [1.0000000e+00 1.0553991e-11], y_actual = tensor([1., 0.])
loss.mean() = 0.0006458759307861328, y_pred = [1.00000e+00 7.03541e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.20097677409648895, y_pred = [0.8183306 0.1816694], y_actual = tensor([1., 0.])
loss.mean() = 0.9552608728408813, y_pred = [0.38479683 0.6152032 ], y_actual = tensor([1., 0.])
loss.mean() = 0.3904544711112976, y_pred = [0.67799133 0.32200867], y_actual = tensor([1., 0.])
loss.mean() = 0.014062091708183289, y_pred = [0.987553   0.01244702], y_actual = tensor([1., 0.])
loss.mean() = 0.01216871477663517, y_pred = [0.9882597  0.01174038], y_actual = tensor([1., 0.])
loss.mean() = 2.589205741882324, y_pred = [0.92471    0.07529001], y_actual = tensor([0., 1.])
loss.mean() = 0.2790181040763855, y_pred = [0.2434043 0.7565957], y_actual = tensor([0., 1.])
loss.mean() = 0.5199851989746094, y_pred = [0.40537325 0.5946268 ], y_actual = tensor([0., 1.])
loss.mean() = 1.398868441581726, y_pred = [0.75258505 0.24741495], y_actual = tensor([0., 1.])
loss.mean() = 0.46672919392585754, y_pred = [0.37136027 0.62863976], y_actual = tensor([0., 1.])
loss.mean() = 0.0006375759840011597, y_pred = [9.9999857e-01 1.3849921e-06], y_actual = tensor([1., 0.])
loss.mean() = 0.07692839950323105, y_pred = [0.0737638  0.92623615], y_actual = tensor([0., 1.])
loss.mean() = 0.37445101141929626, y_pred = [0.31214318 0.68785685], y_actual = tensor([0., 1.])
loss.mean() = 5.412612438201904, y_pred = [0.9955388  0.00446122], y_actual = tensor([0., 1.])
loss.mean() = 0.3254147469997406, y_pred = [0.27761257 0.7223874 ], y_actual = tensor([0., 1.])
loss.mean() = 0.3634941875934601, y_pred = [0.3045969 0.6954031], y_actual = tensor([0., 1.])
loss.mean() = 1.970719814300537, y_pred = [0.8605631  0.13943696], y_actual = tensor([0., 1.])
loss.mean() = 0.18545715510845184, y_pred = [0.15026891 0.8497311 ], y_actual = tensor([0., 1.])
loss.mean() = 0.3657435178756714, y_pred = [0.29739308 0.7026069 ], y_actual = tensor([0., 1.])
loss.mean() = 10.663766860961914, y_pred = [9.9997663e-01 2.3390296e-05], y_actual = tensor([0., 1.])
loss.mean() = 1.199530839920044, y_pred = [0.3018705 0.6981295], y_actual = tensor([1., 0.])
loss.mean() = 0.04952676594257355, y_pred = [0.95363367 0.04636633], y_actual = tensor([1., 0.])
loss.mean() = 0.0005653053522109985, y_pred = [1.0000000e+00 5.2272066e-23], y_actual = tensor([1., 0.])
loss.mean() = 0.0006420016288757324, y_pred = [1.0000000e+00 4.4926976e-14], y_actual = tensor([1., 0.])
loss.mean() = 0.00044096974306739867, y_pred = [9.9997497e-01 2.4993746e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.008651398122310638, y_pred = [0.99187285 0.00812717], y_actual = tensor([1., 0.])
Epoch: 30, Total Loss: 27.838640213012695, Avg Loss: 0.7138112783432007
checkpoint (model & optimizer) has been saved to checkpoints/C3D_at_epoch30.pth
max_iter=39
loss.mean() = 0.00012080371379852295, y_pred = [9.999999e-01 8.693987e-08], y_actual = tensor([1., 0.])
loss.mean() = 0.00015462934970855713, y_pred = [1.000000e+00 3.883246e-13], y_actual = tensor([1., 0.])
loss.mean() = 0.00016207891167141497, y_pred = [9.9995506e-01 4.4969100e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0026191791985183954, y_pred = [0.9980354  0.00196468], y_actual = tensor([1., 0.])
loss.mean() = 0.00034259259700775146, y_pred = [9.999993e-01 6.785764e-07], y_actual = tensor([1., 0.])
loss.mean() = 0.0003886222839355469, y_pred = [1.0000000e+00 2.9846845e-12], y_actual = tensor([1., 0.])
loss.mean() = 0.005623119883239269, y_pred = [0.9953731  0.00462691], y_actual = tensor([1., 0.])
loss.mean() = 0.0006619122577831149, y_pred = [9.9958366e-01 4.1632875e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.00040468148654326797, y_pred = [9.9990785e-01 9.2102724e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.00019535416504368186, y_pred = [9.9998891e-01 1.1058511e-05], y_actual = tensor([1., 0.])
loss.mean() = 0.0005094856023788452, y_pred = [1.000000e+00 6.060496e-16], y_actual = tensor([1., 0.])
loss.mean() = 0.000376969575881958, y_pred = [1.0000000e+00 1.3978421e-09], y_actual = tensor([1., 0.])
loss.mean() = 0.0005743205547332764, y_pred = [1.000000e+00 1.720447e-10], y_actual = tensor([1., 0.])
loss.mean() = 0.07553910464048386, y_pred = [0.9277179  0.07228212], y_actual = tensor([1., 0.])
loss.mean() = 1.9955973625183105, y_pred = [0.13596243 0.8640376 ], y_actual = tensor([1., 0.])
loss.mean() = 1.0502471923828125, y_pred = [0.35034108 0.6496589 ], y_actual = tensor([1., 0.])
loss.mean() = 0.0019061330240219831, y_pred = [9.9963057e-01 3.6937706e-04], y_actual = tensor([1., 0.])
loss.mean() = 0.009716258384287357, y_pred = [0.990715   0.00928495], y_actual = tensor([1., 0.])
loss.mean() = 0.04617234691977501, y_pred = [0.04195459 0.95804536], y_actual = tensor([0., 1.])
loss.mean() = 0.14928250014781952, y_pred = [0.1385938 0.8614062], y_actual = tensor([0., 1.])
loss.mean() = 0.2928768992424011, y_pred = [0.25376087 0.7462392 ], y_actual = tensor([0., 1.])
loss.mean() = 1.0957931280136108, y_pred = [0.6651674 0.3348326], y_actual = tensor([0., 1.])
loss.mean() = 0.4787953495979309, y_pred = [0.37919483 0.6208052 ], y_actual = tensor([0., 1.])
loss.mean() = 0.0006672887830063701, y_pred = [9.999852e-01 1.472496e-05], y_actual = tensor([1., 0.])
loss.mean() = 1.9358032941818237, y_pred = [0.85564476 0.14435516], y_actual = tensor([0., 1.])
loss.mean() = 0.3006972670555115, y_pred = [0.25951248 0.74048746], y_actual = tensor([0., 1.])
loss.mean() = 2.6506471633911133, y_pred = [0.92936814 0.07063183], y_actual = tensor([0., 1.])
loss.mean() = 0.40301376581192017, y_pred = [0.33155844 0.66844153], y_actual = tensor([0., 1.])
loss.mean() = 0.552903413772583, y_pred = [0.42457622 0.57542384], y_actual = tensor([0., 1.])
